head_idx,routing_entropy,dominant_view,mean_pi_FULL,top1_freq_FULL,mean_pi_GEO,top1_freq_GEO,mean_pi_SOCIO,top1_freq_SOCIO,mean_pi_LOWRANK,top1_freq_LOWRANK,mean_beta,beta_std,tau,model
0,0.793282961794845,GEO,0.059101272374391556,0.010012919896640826,0.43036606907844543,0.6430878552971576,0.22432109713554382,0.1866925064599483,0.286210834980011,0.16020671834625322,0.22633540630340576,0.11848766356706619,1.106648325920105,CA_v4b
1,0.6749513307645947,GEO,0.1400156021118164,0.0012919896640826874,0.5761328935623169,0.8087855297157622,0.2430114597082138,0.18959948320413436,0.040840622037649155,0.00032299741602067185,0.3996143937110901,0.11540570110082626,1.1067003011703491,CA_v4b
2,0.4558753155509639,GEO,0.09388668835163116,0.011627906976744186,0.7702112197875977,0.9467054263565892,0.11898648738861084,0.041666666666666664,0.016915807500481606,0.0,0.20242419838905334,0.1084957867860794,0.8339155316352844,CA_v4b
3,0.4681804592418843,GEO,0.17530730366706848,0.04425064599483204,0.7527223229408264,0.9492894056847545,0.05213446170091629,0.006459948320413436,0.01983509585261345,0.0,0.32903873920440674,0.11064939200878143,0.9897993206977844,CA_v4b
