model,regime,kappa_lo,kappa_hi,n,rmse
CA_v4a,low,0.004263414310455322,0.26244187355041504,67,2.1447765995167694
CA_v4a,medium,0.26244187355041504,0.2985827922821045,66,1.8507516751516888
CA_v4a,high,0.2985827922821045,0.41119174821472165,67,1.4207956598084546
