model,regime,kappa_lo,kappa_hi,n,rmse
CA_v4d,low,0.004263414310455322,0.26244187355041504,67,1.522410589514871
CA_v4d,medium,0.26244187355041504,0.2985827922821045,66,1.2832895188882087
CA_v4d,high,0.2985827922821045,0.41119174821472165,67,0.9712207726459019
