model,regime,kappa_lo,kappa_hi,n,rmse
CA_v4e,low,0.004263414310455322,0.26244187355041504,67,1.65363868852008
CA_v4e,medium,0.26244187355041504,0.2985827922821045,66,1.4184088746397274
CA_v4e,high,0.2985827922821045,0.41119174821472165,67,1.0502476241264902
