model,regime,kappa_lo,kappa_hi,n,rmse
CA_v4b,low,0.004263414310455322,0.26244187355041504,67,1.7687378845878268
CA_v4b,medium,0.26244187355041504,0.2985827922821045,66,1.5406541678431853
CA_v4b,high,0.2985827922821045,0.41119174821472165,67,1.136187609563791
