spearman_k10_k20,pval_k10_k20,top20pct_overlap_k10_k20,spearman_k10_k30,pval_k10_k30,top20pct_overlap_k10_k30,spearman_k20_k30,pval_k20_k30,top20pct_overlap_k20_k30
0.2615849525545791,0.0,0.29069767441860467,0.1661952636371145,9.979787590580588e-128,0.2562984496124031,0.4742544382106123,0.0,0.3805717054263566
