spearman_k10_k20,pval_k10_k20,top20pct_overlap_k10_k20,spearman_k10_k30,pval_k10_k30,top20pct_overlap_k10_k30,spearman_k20_k30,pval_k20_k30,top20pct_overlap_k20_k30
0.6746815450977772,0.0,0.4975,0.6186440786286951,0.0,0.4565,0.8593864336898345,0.0,0.656
