spearman_k10_k20,pval_k10_k20,spearman_k10_k30,pval_k10_k30,spearman_k20_k30,pval_k20_k30,top20pct_overlap_k10_k20,top20pct_overlap_k10_k30,top20pct_overlap_k20_k30
0.4486874407503869,0.0,0.3647486331103865,0.0,0.6879017906838487,0.0,0.38420542635658916,0.34060077519379844,0.5276162790697675
