spearman_k10_k20,pval_k10_k20,top20pct_overlap_k10_k20,spearman_k10_k30,pval_k10_k30,top20pct_overlap_k10_k30,spearman_k20_k30,pval_k20_k30,top20pct_overlap_k20_k30
0.6628002258867124,0.0,0.4885,0.6077481362208857,0.0,0.459,0.8468799690185597,0.0,0.6465
