head_idx,entropy,dominant_view,mean_pi_FULL,top1_freq_FULL,mean_pi_GEO,top1_freq_GEO,mean_pi_SOCIO,top1_freq_SOCIO,mean_pi_LOWRANK,top1_freq_LOWRANK
0,0.8909955620765686,GEO,0.07907252013683319,0.0,0.7189552783966064,0.9534883720930233,0.06956364214420319,0.023578811369509043,0.13240793347358704,0.0229328165374677
1,0.7430983781814575,GEO,0.08102234452962875,0.003229974160206718,0.7897415161132812,0.9641472868217055,0.056813932955265045,0.025839793281653745,0.07242321223020554,0.006782945736434108
2,0.802060604095459,GEO,0.08176665008068085,0.0,0.763843297958374,0.9677002583979328,0.059905607253313065,0.03229974160206718,0.09448447078466415,0.0
3,0.9396042823791504,GEO,0.09208071231842041,0.0006459948320413437,0.678379237651825,0.9111757105943152,0.04893116652965546,0.0029069767441860465,0.18060807883739471,0.08527131782945736
