head_idx,entropy,dominant_view,mean_pi_FULL,top1_freq_FULL,mean_pi_BLOCK,top1_freq_BLOCK,mean_pi_PCA,top1_freq_PCA
0,1.0035324096679688,PCA,0.3304768204689026,0.037333333333333336,0.16073407232761383,0.19266666666666668,0.5087893605232239,0.77
1,1.0229319334030151,FULL,0.43000033497810364,0.7933333333333333,0.16134372353553772,0.108,0.40865597128868103,0.09866666666666667
2,0.9882580041885376,PCA,0.292812317609787,0.0,0.16451671719551086,0.184,0.5426713228225708,0.816
3,0.9129587411880493,PCA,0.23726481199264526,0.0,0.14096111059188843,0.09666666666666666,0.6217740774154663,0.9033333333333333
