head_idx,entropy,dominant_view,mean_pi_FULL,top1_freq_FULL,mean_pi_GEO,top1_freq_GEO,mean_pi_SOCIO,top1_freq_SOCIO,mean_pi_LOWRANK,top1_freq_LOWRANK
0,1.2345322370529175,GEO,0.16326530277729034,0.0,0.5064536333084106,0.8937338501291989,0.17619408667087555,0.10626614987080103,0.15408656001091003,0.0
1,1.341342568397522,GEO,0.22782915830612183,0.12080103359173126,0.3833407163619995,0.8614341085271318,0.19232779741287231,0.01776485788113695,0.19650252163410187,0.0
2,1.3406020402908325,GEO,0.2381230592727661,0.1812015503875969,0.380219966173172,0.8187984496124031,0.17743641138076782,0.0,0.20422032475471497,0.0
3,1.2647905349731445,GEO,0.19018621742725372,0.06040051679586563,0.47775089740753174,0.8917958656330749,0.16759391129016876,0.04780361757105943,0.164469376206398,0.0
